id_bbg,id,sector,FBM100,name
KPPROP MK Equity,6154376,Real Estate Development,False,Kerjaya Prospek Property Bhd
MALT MK Equity,6358598,Real Estate Development,False,Malton Bhd
EWEI MK Equity,B2QG5C2,Real Estate Development,False,Ewein Bhd
MKL MK Equity,6680116,Real Estate Development,False,MK Land Holdings Bhd
SDR MK Equity,6794017,Real Estate Development,False,Selangor Dredging Bhd
TWL MK Equity,6178042,Real Estate Development,False,TWL Holdings Bhd
MAGNA MK Equity,6525790,Real Estate Development,False,Magna Prima Bhd
YGCB MK Equity,6028471,Real Estate Development,False,Y&G Corp Bhd
APH MK Equity,6668963,Real Estate Development,False,Asian Pac Holdings Bhd
MUIP MK Equity,6556778,Real Estate Development,False,MUI Properties Bhd
YTB MK Equity,6091462,Real Estate Development,False,Yong Tai Bhd
PSD MK Equity,6036322,Real Estate Development,False,Pasdec Holdings Bhd
BCB MK Equity,6086509,Real Estate Development,False,BCB Bhd
EUPE MK Equity,6320661,Real Estate Development,False,Eupe Corp Bhd
CVB MK Equity,6523589,Real Estate Development,False,Country View Bhd
GMUT MK Equity,B05KY68,Real Estate Development,False,Gromutual Bhd
GOB MK Equity,6692768,Real Estate Development,False,Global Oriental Bhd
SBC MK Equity,6807272,Real Estate Development,False,SBC Corp Bhd
KEN MK Equity,6489614,Real Estate Development,False,KEN Holdings Bhd
ONC MK Equity,6141635,Real Estate Development,False,OCR Group Bhd
KLCCSS MK Equity,B92NSW7,REIT,False,
IGBREIT MK Equity,B89JCF2,REIT,False,IGB Real Estate Investment Tru
SREIT MK Equity,B62QFR9,REIT,False,Sunway Real Estate Investment
PREIT MK Equity,B79YDV3,REIT,False,Pavilion Real Estate Investmen
AXRB MK Equity,B0CMCL8,REIT,True,Axis Real Estate Investment Tr
YTLREIT MK Equity,B0JVKJ2,REIT,False,YTL Hospitality REIT
CLMT MK Equity,B3RZ1Q1,REIT,False,Capitaland Malaysia Trust
IGBCR MK Equity,BNM87G7,REIT,False,IGB Commercial Real Estate Inv
AQAR MK Equity,B1BL6J9,REIT,False,Al-'Aqar Healthcare REIT
SENTRAL MK Equity,B1M32W9,REIT,False,Sentral REIT
UOAR MK Equity,B0VY4Z3,REIT,False,UOA Real Estate Investment Tru
AMEREIT MK Equity,BPDZNK7,REIT,False,AME Real Estate Investment Tru
KIP MK Equity,BYZLX84,REIT,False,KIP REIT
ATRM MK Equity,B1TDTF4,REIT,False,Atrium Real Estate Investment
HEKT MK Equity,B1KKH50,REIT,False,Hektar Real Estate Investment
AARET MK Equity,B1LJQ04,REIT,False,AmanahRaya Real Estate Investm
SALAM MK Equity,BYWQH24,REIT,False,Al-Salam Real Estate Investmen
ARET MK Equity,B1LB9J0,REIT,False,AmFIRST Real Estate Investment
TRET MK Equity,B11YC23,REIT,False,Tower Real Estate Investment T
TOPG MK Equity,B05L892,Rubber Glove,True,Top Glove Corp Bhd
HART MK Equity,B2QPJK5,Rubber Glove,True,Hartalega Holdings Bhd
KRI MK Equity,B0DD1H9,Rubber Glove,True,Kossan Rubber Industries Bhd
SUCB MK Equity,B1V7L36,Rubber Glove,True,Supermax Corp Bhd
HEXCARE MK Equity,6759254,Rubber Glove,False,Hextar Healthcare Bhd
LSTI MK Equity,6691077,Rubber Glove,False,Luster Industries Bhd
CG MK Equity,B01RN99,Rubber Glove,False,Comfort Glove Bhd
CPG MK Equity,B3WLCQ1,Rubber Glove,False,Careplus Group Bhd
ADV MK Equity,B16TVC6,Rubber Glove,False,Adventa Bhd
MYEG MK Equity,B1KL2D6,Software & Services,True,My EG Services Bhd
CTOS MK Equity,BN7GZ51,Software & Services,True,CTOS Digital Bhd
DSON MK Equity,B8HNYQ1,Software & Services,False,Datasonic Group Bhd
PRTMA MK Equity,6475806,Software & Services,False,Pertama Digital BHD
MICL MK Equity,B16FQW9,Software & Services,False,Microlink Solutions Bhd
GHLS MK Equity,B1Q2KS4,Software & Services,False,GHL Systems Bhd
INFOM MK Equity,BPNTZZ8,Software & Services,False,Infomina Bhd
LGMS MK Equity,BMGBB18,Software & Services,False,LGMS Bhd
SNS MK Equity,BPG51R7,Software & Services,False,SNS Network Technology Bhd
SCIC MK Equity,B0K4GS1,Software & Services,False,Scicom MSC Bhd
KAB MK Equity,BTG8635,Software & Services,False,Kronologi Asia Bhd
ICB MK Equity,6532701,Software & Services,False,Iris Corp Bhd
AWTC MK Equity,B6WFG06,Software & Services,False,Awanbiru Technology Bhd
INFOTEC MK Equity,BMD2T87,Software & Services,False,Infoline Tec Group Bhd
ARTRONIQ MK Equity,6731382,Software & Services,False,Artroniq Bhd
N2N MK Equity,B0RGJD6,Software & Services,False,N2N Connect Bhd
RGTB MK Equity,BG5KMD3,Software & Services,False,Radiant Globaltech Ltd
EFM MK Equity,B055ZL5,Software & Services,False,Excel Force MSC Bhd
AGMO MK Equity,BNNTYX5,Software & Services,False,AGMO HOLDINGS BHD
JCB MK Equity,B03HJ88,Software & Services,False,JcbNext Bhd
WLW MK Equity,6518875,Software & Services,False,Willowglen MSC BHD
CUSC MK Equity,B01ZS76,Software & Services,False,Cuscapi Bhd
REVENUE MK Equity,BDRTXM3,Software & Services,False,Revenue Group Bhd
IFCA MK Equity,6673268,Software & Services,False,IFCA MSC Bhd
EES MK Equity,B05J818,Software & Services,False,Efficient E-Solutions Bhd
CSHB MK Equity,B3SQ4Z3,Software & Services,False,Censof Holdings Bhd
ARBB MK Equity,6740236,Software & Services,False,ARB Bhd
DATA MK Equity,6207731,Software & Services,False,Dataprep Holdings BHD
NOVM MK Equity,6680310,Software & Services,False,Nova MSC Bhd
SYTC MK Equity,B67GVX2,Software & Services,False,Systech Bhd
DYNAFNT MK Equity,BM94VT2,Software & Services,False,Dynafront Holdings Bhd
ECH MK Equity,B04QXQ0,Software & Services,False,Ecobuilt Holdings Bhd
LGB MK Equity,6587121,Software & Services,False,Lambo Group BHD
MNCW MK Equity,B0MYNT9,Software & Services,False,MNC Wireless Bhd
NNCB MK Equity,B0J2LF8,Software & Services,False,Nexgram Holdings Bhd
REDIDEA MK Equity,BYWV8V5,Software & Services,False,Red Ideas Holdings Bhd
AJR MK Equity,6044370,Materials & Metals,False,Ann Joo Resources Bhd
CSCS MK Equity,B05DZD1,Materials & Metals,False,CSC Steel Holdings Bhd
LLB MK Equity,6592921,Materials & Metals,False,Lion Industries Corp Bhd
MSW MK Equity,B064DY0,Materials & Metals,False,Malaysia Steel Works KL Bhd
LEFU MK Equity,BBD7NC7,Materials & Metals,False,Leon Fuat Bhd
PGHB MK Equity,B1RM6F2,Materials & Metals,False,Pantech Group Holdings Bhd
INRI MK Equity,B54JP79,Technology,True,Inari Amertron Bhd
VITRO MK Equity,B0KLDR0,Technology,False,ViTrox Corp Bhd
GREATEC MK Equity,BK0Q1M6,Technology,True,Greatech Technology Bhd
MPI MK Equity,6556693,Technology,True,Malaysian Pacific Industries B
DOGT MK Equity,B05DWZ2,Technology,True,D&O Green Technologies Bhd
FRCB MK Equity,B18TLC4,Technology,True,Frontken Corp Bhd
UNI MK Equity,B05MGY6,Technology,True,Unisem M Bhd
PENT MK Equity,6658317,Technology,True,Pentamaster Corp Bhd
UWC MK Equity,BJ17CJ5,Technology,True,UWC BHD
SEQB MK Equity,6535186,Technology,True,Sam Engineering & Equipment M
GENE MK Equity,B0NLT57,Technology,False,Genetec Technology Bhd
DNEX MK Equity,6891833,Technology,True,Dagang NeXchange Bhd
MI MK Equity,BZ57CS2,Technology,True,Mi Technovation Bhd
DUFU MK Equity,B1SVX57,Technology,False,Dufu Technology Corp Bhd
SCT MK Equity,B02JPH6,Technology,False,Supercomnet Technologies Bhd
JFTB MK Equity,B2QPF74,Technology,False,JF Technology Bhd
GTB MK Equity,B00NYQ2,Technology,False,Globetronics Technology BHD
JHMC MK Equity,B18Z0F8,Technology,False,JHM Consolidation Bhd
VST MK Equity,B4TKFV4,Technology,False,VSTECS Bhd
ECA MK Equity,BP7MNQ0,Technology,False,ECA Integrated Solution Bhd
ELSR MK Equity,B0CL691,Technology,False,Elsoft Research Bhd
JCYH MK Equity,B62JK51,Technology,False,JCY International Bhd
KESM MK Equity,6489755,Technology,False,Kesm Industries Bhd
AIMFLEX MK Equity,BK5PHH5,Technology,False,Aimflex Bhd
AMLS MK Equity,BYNQJ27,Technology,False,Aemulus Holdings Bhd
FPG MK Equity,BY9C4F7,Technology,False,FoundPac Group Bhd
OMST MK Equity,6573175,Technology,False,Omesti Bhd
MKRMB MK Equity,B0VCDT4,Technology,False,Mikro MSC Bhd
GRPB MK Equity,B0984J1,Technology,False,Green Packet Bhd
KGRB MK Equity,B59L1C7,Technology,False,Kelington Group Bhd
CDB MK Equity,6086242,Telecommunication,True,CELCOMDIGI BHD
MAXIS MK Equity,B5387L5,Telecommunication,True,Maxis Bhd
AXIATA MK Equity,B2QZGV5,Telecommunication,True,Axiata Group Bhd
T MK Equity,6868398,Telecommunication,True,Telekom Malaysia Bhd
TDC MK Equity,6336538,Telecommunication,True,TIME dotCom Bhd
OCK MK Equity,B8DB3R3,Telecommunication,False,OCK Group Bhd
RIB MK Equity,6729525,Telecommunication,False,REDtone Digital Bhd
OHB MK Equity,6726861,Telecommunication,False,OPCOM Holdings Bhd
MISC MK Equity,6557997,Transportation,True,MISC Bhd
MAHB MK Equity,6188193,Transportation,True,Malaysia Airports Holdings Bhd
WPRTS MK Equity,BDFM1K8,Transportation,True,Westports Holdings Bhd
CAPITALA MK Equity,B03J9L7,Transportation,False,CAPITAL A BHD
HEXTECH MK Equity,B2477M1,Transportation,True,HextarTechnologies Solutions B
BPH MK Equity,6345697,Transportation,False,Bintulu Port Holdings Bhd
GDX MK Equity,B08TZP8,Transportation,False,GDEX Bhd
PERAK MK Equity,BDGJPP1,Transportation,False,Perak Transit Bhd
TASCO MK Equity,B2NB597,Transportation,False,TASCO Bhd
AAX MK Equity,BB36C61,Transportation,False,AirAsia X Bhd
SHIN MK Equity,B56H333,Transportation,False,Shin Yang Group Bhd
HALG MK Equity,6728782,Transportation,False,Harbour-Link Group Bhd
SURIA MK Equity,6834601,Transportation,False,Suria Capital Holdings Bhd
POSM MK Equity,6965909,Transportation,False,Pos Malaysia BHD
SWIFT MK Equity,BN70TV7,Transportation,False,Swift Haulage Bhd
TNL MK Equity,6892063,Transportation,False,Tiong NAM Logistics Holdings B
FM MK Equity,B063H67,Transportation,False,FM Global Logistics Holdings B
MBC MK Equity,6719128,Transportation,False,Malaysian Bulk Carriers Bhd
CLH MK Equity,6363763,Transportation,False,CJ Century Logistics Holdings
HUBL MK Equity,6301503,Transportation,False,Hubline Bhd
TRO MK Equity,6882097,Transportation,False,Transocean Holdings BHD
TNB MK Equity,6904612,Utilities,True,Tenaga Nasional Bhd
PTG MK Equity,6703972,Utilities,True,Petronas Gas Bhd
YTLP MK Equity,B01GQS6,Utilities,False,YTL Power International Bhd
GMB MK Equity,B8FL1M2,Utilities,True,Gas Malaysia Bhd
MLK MK Equity,BWXN162,Utilities,False,Malakoff Corp Bhd
MFCB MK Equity,6575740,Utilities,False,Mega First Corp BHD
TWK MK Equity,B0DQSM2,Utilities,False,Taliworks Corp Bhd
RAHH MK Equity,BD0CP78,Utilities,False,Ranhill Utilities Bhd
JAK MK Equity,B01R1Y0,Utilities,False,JAKS Resources Bhd
PBAH MK Equity,6510354,Utilities,False,PBA Holdings BHD
PEST MK Equity,B8095F2,Utilities,False,PESTECH International Bhd
SALC MK Equity,6791427,Utilities,False,Salcon Bhd
RTEC MK Equity,6788816,Utilities,False,Rohas Tecnic Bhd
